UpdateTime,Open,High,Low,Close,Volume,Turnover,open_bid_price1,close_bid_price1,open_ask_price1,close_ask_price1
2020-07-01 10:49:00,7982.0,7984.0,7978.0,7983.0,543.0,4340199.0,7982.0,7983.0,7983.0,7984.0
2020-07-01 10:50:00,7983.0,7983.0,7962.0,7962.0,2194.0,17473171.0,7983.0,7962.0,7984.0,7965.0
2020-07-01 10:51:00,7965.0,7972.0,7964.0,7964.0,1597.0,12763224.0,7964.0,7966.0,7965.0,7967.0
2020-07-01 10:52:00,7968.0,7975.0,7968.0,7975.0,729.0,5826168.0,7968.0,7975.0,7969.0,7976.0
2020-07-01 10:53:00,7975.0,7976.0,7972.0,7976.0,481.0,3844152.0,7975.0,7974.0,7976.0,7976.0
2020-07-01 10:54:00,7976.0,7976.0,7973.0,7974.0,193.0,1475985.0,7974.0,7973.0,7976.0,7974.0
2020-07-01 10:55:00,7974.0,7978.0,7971.0,7975.0,381.0,3044571.0,7973.0,7975.0,7974.0,7978.0
2020-07-01 10:56:00,7975.0,7985.0,7975.0,7980.0,643.0,5138213.0,7976.0,7979.0,7978.0,7980.0
2020-07-01 10:57:00,7980.0,7984.0,7978.0,7982.0,260.0,2077660.0,7979.0,7982.0,7980.0,7983.0
2020-07-01 10:58:00,7982.0,7987.0,7981.0,7987.0,431.0,3444121.0,7982.0,7985.0,7983.0,7987.0
2020-07-01 10:59:00,7987.0,7987.0,7982.0,7986.0,366.0,2924706.0,7985.0,7985.0,7987.0,7986.0
2020-07-01 11:00:00,7986.0,7986.0,7982.0,7984.0,229.0,1829939.0,7985.0,7983.0,7986.0,7984.0
2020-07-01 11:01:00,7983.0,7987.0,7983.0,7985.0,152.0,1214632.0,7983.0,7986.0,7984.0,7987.0
2020-07-01 11:02:00,7986.0,7989.0,7986.0,7987.0,217.0,1734047.0,7986.0,7986.0,7987.0,7987.0
2020-07-01 11:03:00,7987.0,7993.0,7987.0,7989.0,714.0,5705574.0,7987.0,7989.0,7988.0,7990.0
2020-07-01 11:04:00,7989.0,7993.0,7988.0,7990.0,307.0,2453237.0,7989.0,7988.0,7990.0,7990.0
2020-07-01 11:05:00,7990.0,7990.0,7985.0,7987.0,220.0,1758020.0,7989.0,7986.0,7990.0,7987.0
2020-07-01 11:06:00,7986.0,7989.0,7986.0,7988.0,128.0,1022848.0,7986.0,7987.0,7987.0,7989.0
2020-07-01 11:07:00,7988.0,7988.0,7985.0,7985.0,105.0,839055.0,7987.0,7985.0,7988.0,7986.0
2020-07-01 11:08:00,7985.0,7987.0,7985.0,7985.0,137.0,1094767.0,7985.0,7985.0,7986.0,7986.0
2020-07-01 11:09:00,7985.0,7987.0,7985.0,7987.0,82.0,655262.0,7985.0,7985.0,7986.0,7987.0
2020-07-01 11:10:00,7987.0,7987.0,7985.0,7986.0,70.0,559370.0,7986.0,7986.0,7987.0,7987.0
2020-07-01 11:11:00,7986.0,7990.0,7986.0,7990.0,217.0,1734047.0,7986.0,7989.0,7987.0,7990.0
2020-07-01 11:12:00,7990.0,7992.0,7988.0,7989.0,269.0,2149579.0,7989.0,7989.0,7990.0,7990.0
2020-07-01 11:13:00,7990.0,7991.0,7989.0,7989.0,103.0,823073.0,7989.0,7989.0,7990.0,7990.0
2020-07-01 11:14:00,7989.0,7990.0,7988.0,7990.0,132.0,1054812.0,7989.0,7989.0,7990.0,7990.0
2020-07-01 11:15:00,7989.0,7991.0,7989.0,7990.0,87.0,695217.0,7989.0,7989.0,7990.0,7990.0
2020-07-01 11:16:00,7991.0,7991.0,7988.0,7989.0,115.0,918965.0,7990.0,7988.0,7991.0,7989.0
2020-07-01 11:17:00,7989.0,7990.0,7989.0,7989.0,91.0,727181.0,7988.0,7988.0,7989.0,7989.0
2020-07-01 11:18:00,7989.0,7991.0,7988.0,7991.0,86.0,687226.0,7988.0,7989.0,7989.0,7991.0
2020-07-01 11:19:00,7989.0,7993.0,7989.0,7992.0,258.0,2061678.0,7989.0,7992.0,7991.0,7993.0
2020-07-01 11:20:00,7992.0,8003.0,7992.0,8003.0,1140.0,9109740.0,7992.0,8002.0,7993.0,8003.0
2020-07-01 11:21:00,8002.0,8002.0,7996.0,7996.0,703.0,5617673.0,8001.0,7996.0,8002.0,7997.0
2020-07-01 11:22:00,7996.0,7997.0,7994.0,7996.0,307.0,2453237.0,7996.0,7995.0,7997.0,7996.0
2020-07-01 11:23:00,7995.0,7998.0,7993.0,7997.0,294.0,2349354.0,7995.0,7997.0,7996.0,7998.0
2020-07-01 11:24:00,7998.0,7998.0,7993.0,7994.0,254.0,2029714.0,7997.0,7993.0,7998.0,7994.0
2020-07-01 11:25:00,7994.0,8003.0,7994.0,8001.0,594.0,4746654.0,7993.0,8002.0,7994.0,8003.0
2020-07-01 11:26:00,8001.0,8003.0,7994.0,7994.0,425.0,3396175.0,8000.0,7994.0,8004.0,7995.0
2020-07-01 11:27:00,7994.0,7995.0,7993.0,7995.0,291.0,2325381.0,7994.0,7993.0,7995.0,7995.0
2020-07-01 11:28:00,7995.0,7995.0,7983.0,7984.0,740.0,5913340.0,7994.0,7984.0,7995.0,7986.0
2020-07-01 11:29:00,7986.0,7986.0,7983.0,7985.0,449.0,3587959.0,7984.0,7984.0,7986.0,7985.0
2020-07-01 11:30:00,7985.0,7985.0,7985.0,7985.0,0.0,0.0,,,,
